"","region","state","age","sex","maritl","educ","race","status","work","hours","hourrt","earnings"
"1050",3,47,34,"Male",2,"High school",1,1,1,40,17.5,700
"1051",3,47,20,"Female",6,"High school",1,1,1,35,15,526
"1052",1,50,63,"Female",1,"Bachelor's degree",1,1,1,40,21,840
"1053",3,51,40,"Male",6,"Associate degree",4,1,1,32,18,576
"1054",3,51,49,"Male",1,"Associate degree",1,1,1,40,15,600
"1055",3,51,15,"Female",6,"No high school",1,1,1,15,12,180
"1056",3,51,21,"Male",6,"High school",4,1,1,40,15,628
"1057",3,51,37,"Male",5,"Associate degree",1,1,1,40,22,880
"1058",3,51,17,"Female",6,"No high school",1,1,1,12,11.5,138
"1059",3,51,25,"Male",6,"High school",1,1,1,40,12.75,510
"1060",3,51,40,"Female",6,"High school",2,1,1,40,24.5,1380
"1061",3,54,64,"Female",1,"High school",1,1,1,20,25,500
"1062",3,1,44,"Female",1,"High school",1,1,1,40,17.85,714
"1063",3,1,21,"Male",6,"High school",1,1,1,40,15,600
"1064",3,1,72,"Female",4,"High school",1,1,1,40,18.75,750
"1065",3,1,30,"Female",6,"High school",2,1,1,40,15.35,614
"1066",3,10,41,"Male",4,"Associate degree",2,1,1,40,18,720
"1067",3,10,39,"Female",6,"Associate degree",2,1,1,40,13,520
"1068",3,10,46,"Male",4,"Bachelor's degree",2,2,2,36,40,1440
"1069",3,11,50,"Male",6,"High school",1,1,1,40,20,800
"1070",3,22,74,"Male",4,"Bachelor's degree",1,1,1,40,15,600
"1071",3,22,23,"Female",6,"High school",1,1,1,18,8,144
"1072",3,22,55,"Female",1,"High school",1,1,1,40,15,600
"1073",3,22,44,"Female",1,"Bachelor's degree",1,1,1,40,17,680
"1074",3,22,73,"Male",1,"High school",1,1,1,40,10,400
"1075",3,22,28,"Female",1,"High school",2,1,1,40,15.35,614
"1076",3,22,37,"Female",1,"High school",4,1,1,40,19,760
"1077",3,22,18,"Female",6,"Associate degree",1,1,1,15,9,135
"1078",3,22,48,"Female",1,"High school",1,1,1,40,13,520
"1079",3,22,51,"Male",1,"High school",1,1,1,40,17,680
"1080",3,22,36,"Male",6,"High school",1,1,1,40,56,2240
"1081",3,22,35,"Male",1,"Associate degree",1,1,1,40,27,1580
"1082",1,25,20,"Female",6,"High school",1,1,1,20,2.5,140
"1083",1,25,50,"Female",1,"No high school",1,1,1,40,15,600
"1084",1,25,40,"Male",1,"Bachelor's degree",1,1,1,38,49.49,1880.62
"1085",1,25,31,"Female",6,"Bachelor's degree",1,1,1,30,21.5,645
"1086",1,25,24,"Male",6,"Bachelor's degree",1,1,1,25,20,500
"1087",3,28,56,"Male",3,"High school",1,1,1,40,29,1160
"1088",3,28,42,"Female",6,"Bachelor's degree",2,1,1,40,17,680
"1089",3,28,45,"Female",6,"Bachelor's degree",2,1,1,40,17,680
"1090",3,28,58,"Female",4,"High school",2,1,1,40,9,360
"1091",3,28,29,"Female",6,"Associate degree",2,1,1,40,14,560
"1092",1,33,47,"Male",1,"Bachelor's degree",1,1,1,35,65.89,1840
"1093",1,33,46,"Female",1,"Bachelor's degree",1,1,1,37,27.75,1026
"1094",1,33,17,"Female",6,"No high school",1,2,2,12,11.5,138
"1095",1,34,40,"Female",4,"High school",2,1,1,40,25,1000
"1096",1,34,41,"Male",4,"High school",2,1,1,50,29,1850
"1097",1,44,43,"Female",6,"Associate degree",1,1,1,32,17.85,572
"1098",3,45,71,"Female",3,"High school",1,1,1,32,12.5,400
"1099",3,45,46,"Male",1,"High school",1,1,1,32,3.8,396
"1100",3,45,19,"Female",6,"High school",1,1,1,20,13,260
"1101",3,47,40,"Female",5,"Associate degree",1,1,1,36,35.5,1270
"1102",1,50,16,"Male",6,"No high school",1,1,1,38,19.25,732
"1103",1,50,27,"Female",6,"High school",1,1,1,40,19,760
"1104",1,50,60,"Female",6,"High school",1,1,1,25,15,376
"1105",1,50,55,"Female",1,"High school",1,1,1,40,22.57,902.8
"1106",3,54,58,"Female",1,"High school",1,1,1,40,24.55,1092.49
"1107",3,54,23,"Male",6,"Bachelor's degree",1,1,1,40,19,908
"1108",3,54,45,"Male",1,"High school",1,1,1,40,15,600
"1109",3,54,50,"Male",6,"High school",2,1,1,40,22,880
"1110",3,54,62,"Female",1,"High school",1,1,1,40,22.57,902.8
"1111",3,54,28,"Female",6,"No high school",1,1,1,49,10,490
"1112",3,54,31,"Male",6,"No high school",1,1,1,40,24,960
"1113",3,54,43,"Male",1,"High school",1,1,1,40,20.4,816
"1114",3,54,43,"Male",1,"High school",1,1,1,40,65.89,2400
"1115",3,54,24,"Female",2,"Bachelor's degree",1,1,1,36,10,360
"1116",3,54,24,"Female",6,"High school",2,1,1,15,15,226
"1117",3,1,56,"Female",1,"Bachelor's degree",1,1,1,40,30,1200
"1118",3,1,38,"Male",6,"High school",4,1,1,40,15,800
"1119",3,1,55,"Female",4,"Associate degree",2,1,1,25,15,376
"1120",3,1,34,"Male",6,"High school",2,1,1,32,18,576
"1121",4,2,19,"Male",6,"High school",5,1,1,16,12,192
"1122",4,2,17,"Female",6,"No high school",1,1,1,30,17,510
"1123",4,6,28,"Male",6,"Bachelor's degree",1,1,1,45,20,900
"1124",4,6,27,"Female",6,"Bachelor's degree",1,1,1,40,23.5,940
"1125",4,6,27,"Female",6,"Bachelor's degree",1,1,1,40,23,920
"1126",4,6,45,"Female",1,"No high school",1,1,1,30,11,330
"1127",4,6,38,"Male",1,"No high school",1,1,1,35,17.5,612
"1128",4,6,19,"Male",6,"High school",1,1,1,15,15,225
"1129",4,6,51,"Male",1,"Associate degree",1,2,2,40,26,1040
"1130",4,6,52,"Female",1,"High school",1,1,1,40,27,1080
"1131",4,6,25,"Male",6,"Associate degree",1,2,2,20,15,300
"1132",4,6,57,"Female",6,"High school",11,1,1,40,20,800
"1133",1,9,52,"Male",1,"No high school",1,1,1,20,17,340
"1134",1,9,31,"Female",1,"No high school",1,1,1,40,15,600
"1135",1,9,65,"Female",1,"Bachelor's degree",1,1,1,40,25,1000
"1136",1,9,28,"Male",6,"High school",1,1,1,40,14,748
"1137",3,10,32,"Male",6,"Bachelor's degree",4,1,1,40,32,1280
"1138",3,10,42,"Female",1,"High school",1,1,1,40,25.25,1010
"1139",3,12,54,"Female",1,"Bachelor's degree",1,1,1,50,65.89,2600
"1140",3,12,65,"Female",4,"Associate degree",2,1,1,35,18,630
"1141",3,12,33,"Male",1,"Associate degree",1,1,1,40,28,1540
"1142",3,12,23,"Female",1,"High school",1,1,1,40,15,600
"1143",3,12,73,"Female",2,"No high school",1,1,1,10,12,120
"1144",3,12,55,"Male",6,"High school",1,1,1,30,16,480
"1145",3,12,20,"Female",6,"High school",1,1,1,40,17,680
"1146",3,12,55,"Female",3,"Associate degree",1,1,1,14,17.9,250
"1147",3,12,25,"Male",6,"High school",1,1,1,34,18,612
"1148",3,12,36,"Female",1,"Bachelor's degree",1,1,1,12,15,180
"1149",3,12,47,"Male",1,"Bachelor's degree",1,1,1,20,23,460
"1150",3,12,28,"Male",6,"High school",1,1,1,30,12.8,384
"1151",3,12,29,"Male",6,"High school",1,1,1,30,15,450
"1152",2,17,56,"Female",1,"High school",4,1,1,40,17,705
"1153",2,18,62,"Male",4,"High school",1,1,1,32,55,1760
"1154",2,18,39,"Female",4,"High school",1,1,1,40,25,1000
"1155",2,18,52,"Male",1,"Bachelor's degree",1,1,1,48,37,2398.5
"1156",2,18,41,"Female",6,"High school",1,1,1,40,38,1520
"1157",2,18,52,"Female",6,"High school",1,1,1,40,12,480
"1158",2,18,59,"Female",4,"High school",1,1,1,40,14.3,572
"1159",2,18,54,"Female",4,"High school",1,1,1,20,15.5,310
"1160",2,18,63,"Male",1,"No high school",1,1,1,40,15,712
"1161",2,19,67,"Female",1,"Associate degree",1,1,1,24,24,576
"1162",2,19,55,"Male",1,"No high school",1,1,1,45,28,1260
"1163",2,19,47,"Female",1,"High school",1,1,1,40,20,800
"1164",2,19,22,"Male",6,"High school",1,1,1,40,16,640
"1165",3,21,18,"Male",6,"No high school",1,1,1,40,10,400
"1166",3,22,74,"Male",4,"Associate degree",1,1,1,40,17.5,752
"1167",1,23,20,"Male",6,"High school",1,1,1,30,15.5,465
"1168",1,23,57,"Female",1,"High school",1,1,1,40,20,828
"1169",1,23,25,"Male",6,"High school",1,1,-1,40,18.75,750
"1170",1,25,19,"Female",6,"High school",1,1,1,40,22,880
"1171",1,25,25,"Female",6,"Bachelor's degree",1,1,1,40,30,1200
"1172",2,26,24,"Female",6,"Bachelor's degree",1,1,1,35,23.15,394
"1173",2,26,54,"Male",1,"No high school",1,1,1,34,17,578
"1174",2,26,59,"Female",6,"Bachelor's degree",1,1,1,32,42,1344
"1175",2,26,28,"Male",1,"High school",2,1,1,40,40,1600
"1176",2,27,25,"Female",1,"Associate degree",1,1,1,40,17,680
"1177",2,27,47,"Female",1,"High school",1,1,1,40,20,800
"1178",2,27,43,"Male",1,"Associate degree",1,1,1,40,24,960
"1179",2,27,35,"Female",1,"Bachelor's degree",1,2,2,40,65.89,3000
"1180",2,27,29,"Male",6,"High school",1,1,1,40,20,800
"1181",2,27,26,"Female",6,"High school",6,1,1,50,21,1350
"1182",2,29,50,"Female",1,"High school",1,1,1,40,16.75,670
"1183",2,29,59,"Male",1,"Bachelor's degree",1,1,1,40,15,600
"1184",2,29,62,"Female",1,"Associate degree",1,1,1,36,48.25,1730
"1185",2,29,62,"Male",1,"High school",1,1,1,16,20,320
"1186",2,29,20,"Female",1,"High school",1,1,1,40,17,680
"1187",2,31,36,"Female",1,"Associate degree",1,2,2,40,24,996
"1188",4,32,19,"Female",6,"High school",1,1,1,12,16.5,198
"1189",1,33,61,"Female",1,"Associate degree",1,1,1,40,18.05,1046
"1190",1,33,63,"Male",1,"Associate degree",1,1,1,18,15.5,279
"1191",1,33,37,"Male",1,"High school",1,1,1,40,30,1430
"1192",1,33,48,"Male",1,"High school",1,1,1,40,32,1280
"1193",1,36,43,"Female",6,"Bachelor's degree",1,1,1,16,22,352
"1194",1,36,45,"Female",1,"Associate degree",1,1,1,40,23,920
"1195",1,36,45,"Male",1,"High school",1,1,1,40,24.5,1268
"1196",1,36,42,"Female",1,"Bachelor's degree",1,1,1,35,22,770
"1197",1,36,35,"Female",1,"Bachelor's degree",1,1,1,35,27.5,1500
"1198",1,36,35,"Male",1,"Bachelor's degree",1,1,1,40,30,1450
"1199",3,37,40,"Female",1,"No high school",1,2,2,40,19.33,773.2
"1200",3,37,17,"Male",6,"No high school",1,2,2,35,20,700
"1201",3,37,29,"Male",6,"High school",2,1,1,5,7.5,38
"1202",3,37,40,"Male",6,"High school",1,1,1,33,16,528
"1203",3,37,32,"Female",6,"No high school",2,1,1,30,9,270
"1204",2,39,56,"Female",1,"Bachelor's degree",1,2,2,40,40,1600
"1205",2,39,63,"Male",1,"High school",1,1,1,40,20.5,820
"1206",2,39,43,"Male",1,"High school",1,2,2,40,27.5,1550
"1207",2,39,17,"Female",6,"No high school",1,2,2,30,10.5,396
"1208",2,39,16,"Male",6,"No high school",1,2,2,40,16,640
"1209",2,39,38,"Male",1,"High school",1,1,1,45,23,1235
"1210",2,39,27,"Male",6,"High school",2,1,1,40,19,760
"1211",2,39,22,"Female",6,"High school",1,1,1,40,16,640
"1212",4,41,39,"Female",1,"Bachelor's degree",1,1,1,30,23,690
"1213",4,41,43,"Male",1,"Bachelor's degree",1,1,1,40,65.89,2240
"1214",1,42,45,"Female",2,"Bachelor's degree",4,1,1,40,40,1600
"1215",1,42,56,"Male",1,"Associate degree",1,1,1,38,10,380
"1216",1,42,46,"Female",1,"Bachelor's degree",1,1,1,40,34,1360
"1217",1,42,26,"Male",6,"Bachelor's degree",1,1,1,40,23,920
"1218",1,42,42,"Female",5,"High school",1,1,1,40,21,840
"1219",1,42,62,"Female",1,"Bachelor's degree",1,1,1,40,35,1400
"1220",1,42,32,"Male",6,"High school",1,1,1,40,20,800
"1221",1,44,62,"Male",6,"High school",1,1,1,20,21,420
"1222",1,44,17,"Male",6,"No high school",1,1,1,15,12.5,187.5
"1223",1,44,19,"Female",6,"High school",1,1,1,20,12.75,255
"1224",1,44,53,"Male",1,"Associate degree",1,1,1,37,29.9,1106.3
"1225",1,44,61,"Male",4,"High school",1,1,1,30,28.5,856
"1226",1,44,17,"Male",6,"No high school",1,1,1,30,13.25,516.72
"1227",2,46,61,"Female",1,"High school",1,1,1,43,20.05,952.15
"1228",3,47,35,"Male",1,"Bachelor's degree",1,1,1,36,14,504
"1229",3,47,32,"Female",1,"Bachelor's degree",1,1,1,15,17.5,262.5
"1230",3,47,37,"Male",6,"Bachelor's degree",1,1,1,36,15.45,556.2
"1231",4,49,26,"Male",6,"Bachelor's degree",1,1,1,40,27,1148
"1232",1,50,57,"Male",1,"High school",1,1,1,3,15,45
"1233",1,50,21,"Male",6,"High school",1,2,2,24,20,480
"1234",1,50,51,"Female",6,"High school",1,1,1,40,26.25,1050
"1235",4,53,64,"Female",1,"High school",1,1,1,25,25,625
"1236",4,53,32,"Male",6,"High school",1,1,1,40,20,800
"1237",4,53,63,"Female",4,"Associate degree",1,1,1,40,35,1400
"1238",4,53,36,"Female",6,"Associate degree",1,1,1,30,8.4,252
"1239",4,53,55,"Female",1,"Associate degree",1,1,1,40,31.75,1780
"1240",2,55,37,"Female",4,"High school",1,2,2,20,24.9,498
"1241",3,1,77,"Male",1,"Associate degree",1,2,2,20,15,300
"1242",3,5,30,"Female",6,"Associate degree",1,1,1,40,17,680
"1243",3,5,33,"Male",6,"High school",1,1,1,30,12,1360
"1244",3,5,34,"Female",1,"High school",2,1,1,20,11,220
"1245",3,5,42,"Male",1,"High school",2,1,1,40,18,720
"1246",3,11,31,"Male",6,"Bachelor's degree",2,1,1,40,18,720
"1247",3,11,36,"Male",1,"Bachelor's degree",1,1,1,40,65.89,2400
"1248",3,11,28,"Male",1,"No high school",1,1,1,40,20,800
"1249",3,11,35,"Female",1,"No high school",1,1,1,30,23,690
"1250",3,11,30,"Male",6,"No high school",1,1,1,40,17.5,700
"1251",3,11,28,"Male",6,"No high school",1,1,1,30,17.5,526
"1252",4,15,56,"Male",1,"High school",1,2,2,40,18,720
"1253",4,15,57,"Female",1,"High school",9,1,1,40,12,480
"1254",4,15,56,"Male",6,"High school",8,1,1,40,16,640
"1255",3,45,72,"Male",1,"Associate degree",1,1,1,40,72,2880
"1256",3,47,33,"Female",1,"Associate degree",1,1,1,40,20,800
"1257",3,47,35,"Female",6,"Bachelor's degree",1,1,1,36,15.5,558
"1258",3,54,22,"Female",6,"High school",1,1,1,32,16,692
"1259",4,2,71,"Female",4,"No high school",1,1,1,40,18,720
"1260",4,2,27,"Female",1,"High school",1,1,1,30,18,540
"1261",4,2,52,"Female",6,"High school",1,1,1,30,16,480
"1262",4,2,25,"Female",6,"High school",1,1,1,40,19,760
"1263",4,4,64,"Male",1,"No high school",1,1,1,40,20,830
"1264",4,4,16,"Female",6,"High school",1,1,1,16,14,224
"1265",4,4,22,"Female",6,"High school",1,1,1,40,20,800
"1266",4,4,26,"Male",6,"High school",2,1,1,40,20,800
"1267",4,4,25,"Female",6,"High school",1,1,1,40,25,1000
"1268",4,4,22,"Female",6,"Bachelor's degree",4,1,1,15,13.85,207.75
"1269",4,4,23,"Male",6,"Bachelor's degree",4,1,1,15,13.85,207.75
"1270",4,4,38,"Female",6,"No high school",3,1,1,40,18,720
"1271",4,4,22,"Female",6,"High school",1,1,1,24,10.5,252
"1272",4,4,48,"Female",4,"Bachelor's degree",1,1,1,40,65.89,2060
"1273",4,4,49,"Female",4,"High school",2,1,1,40,13.85,554
"1274",4,4,19,"Female",6,"High school",2,1,1,27,13.85,373.95
"1275",4,4,49,"Male",1,"High school",1,1,1,40,14,560
"1276",4,4,49,"Female",1,"High school",1,1,1,25,13.25,332
"1277",3,5,54,"Female",1,"High school",1,2,2,25,44.29,1107.25
"1278",3,5,44,"Female",1,"Bachelor's degree",1,1,1,50,20,1000
"1279",3,5,44,"Male",1,"Bachelor's degree",1,1,1,15,20,300
"1280",3,5,36,"Female",1,"High school",1,1,1,36,23.29,838.44
"1281",3,5,56,"Male",3,"No high school",1,1,1,40,23,920
"1282",3,5,36,"Female",1,"Bachelor's degree",1,1,1,40,25,1000
"1283",3,5,37,"Male",6,"High school",1,1,1,40,35,1400
"1284",3,5,35,"Female",4,"Associate degree",3,1,1,40,14,602
"1285",3,5,34,"Female",1,"Bachelor's degree",2,1,1,40,23.5,1010
"1286",3,5,40,"Male",1,"High school",2,1,1,40,20,890
"1287",4,6,57,"Male",1,"Associate degree",1,1,1,40,45,1800
"1288",4,6,42,"Female",1,"Bachelor's degree",4,2,2,10,27,270
"1289",4,6,27,"Male",1,"Associate degree",1,1,1,40,23,920
"1290",4,6,35,"Female",4,"High school",1,1,1,40,17.25,690
"1291",4,6,35,"Male",1,"High school",1,1,1,50,25,1750
"1292",4,6,27,"Female",1,"High school",1,1,1,30,15,450
"1293",4,6,34,"Female",6,"Bachelor's degree",1,2,2,30,35,1112.5
"1294",4,6,36,"Male",6,"Bachelor's degree",1,1,1,40,30,1290
"1295",4,6,25,"Female",6,"Bachelor's degree",1,1,1,37,16,692
"1296",4,6,22,"Female",6,"High school",1,1,1,20,16,335
"1297",4,6,57,"Male",1,"No high school",1,1,1,40,22.75,910
"1298",4,6,54,"Female",1,"No high school",1,1,1,40,16,640
"1299",4,6,34,"Male",6,"High school",1,1,1,40,23.15,926
"1300",4,6,29,"Male",6,"High school",1,1,1,40,16,640
"1301",4,6,31,"Male",6,"Bachelor's degree",4,1,1,40,26,1040
"1302",4,6,56,"Male",2,"Bachelor's degree",2,1,1,35,25,875
"1303",4,6,42,"Male",6,"High school",1,1,1,40,22,880
"1304",4,6,24,"Male",6,"Associate degree",1,1,1,40,17.1,684
"1305",4,6,28,"Female",6,"Bachelor's degree",1,1,1,40,45,1800
"1306",4,6,53,"Female",6,"High school",1,1,1,32,16.5,528
"1307",4,6,27,"Male",1,"High school",1,1,1,40,34.25,1370
"1308",4,6,24,"Female",1,"Bachelor's degree",1,1,1,24,12,288
"1309",4,6,34,"Female",1,"No high school",1,1,1,40,20,800
"1310",4,6,18,"Male",6,"High school",1,1,1,30,16,480
"1311",4,6,33,"Male",1,"No high school",2,1,1,40,10,1060
"1312",4,6,70,"Female",1,"High school",2,1,1,40,15,600
"1313",4,6,41,"Male",6,"Bachelor's degree",1,1,1,40,18,720
"1314",4,6,43,"Male",1,"Bachelor's degree",1,1,1,40,28,1120
"1315",4,6,42,"Female",1,"Bachelor's degree",1,1,1,35,19.95,698
"1316",4,6,28,"Female",6,"High school",1,1,1,32,7.85,252
"1317",4,6,52,"Female",4,"High school",1,1,1,40,22,880
"1318",4,6,42,"Female",6,"High school",1,1,1,40,26.5,1060
"1319",4,6,47,"Male",1,"High school",1,1,1,40,25,1000
"1320",4,6,35,"Male",1,"Bachelor's degree",4,1,1,40,28,1120
"1321",4,6,43,"Male",1,"High school",4,2,2,40,16,640
"1322",4,6,37,"Female",1,"Associate degree",4,2,2,40,18,720
"1323",4,6,47,"Male",6,"No high school",4,1,1,30,16,480
"1324",4,6,37,"Female",6,"Associate degree",4,1,1,40,25,1000
"1325",4,6,25,"Female",6,"High school",1,1,1,40,24,960
"1326",4,6,20,"Female",6,"High school",1,1,1,40,21,840
"1327",4,6,33,"Male",1,"No high school",1,1,1,40,26,1040
"1328",4,6,53,"Male",1,"High school",1,1,1,40,25,1290
"1329",4,6,26,"Male",6,"High school",1,1,1,40,23,920
"1330",4,6,32,"Female",6,"High school",1,1,1,15,17,255
"1331",4,6,60,"Male",1,"High school",1,1,1,40,46,1840
"1332",4,6,24,"Male",6,"High school",1,1,1,40,28,1120
"1333",4,6,19,"Male",6,"High school",1,1,1,40,27,1510
"1334",4,6,36,"Female",6,"Bachelor's degree",1,1,1,40,35,1400
"1335",4,6,52,"Male",4,"High school",1,1,1,40,25,1000
"1336",4,6,25,"Female",6,"Bachelor's degree",1,1,1,40,15,600
"1337",4,6,27,"Male",1,"High school",7,1,1,40,39.22,1568.8
"1338",4,6,29,"Male",6,"Associate degree",1,1,1,40,28,1120
"1339",4,6,35,"Male",6,"Bachelor's degree",1,1,1,40,48,1920
"1340",4,6,38,"Female",1,"High school",4,1,1,40,27,1080
"1341",4,6,54,"Male",1,"Bachelor's degree",1,1,1,40,34,1360
"1342",4,6,22,"Male",6,"High school",1,1,1,40,17,680
"1343",4,6,46,"Male",1,"High school",1,1,1,40,17,680
"1344",4,6,20,"Male",6,"High school",1,1,1,40,17,680
"1345",4,6,55,"Male",6,"Bachelor's degree",2,1,1,32,21.76,696.32
"1346",4,6,49,"Female",1,"Associate degree",2,1,2,40,29.05,1162
"1347",4,6,24,"Female",6,"No high school",1,1,1,39,16,624
"1348",4,6,61,"Male",1,"Bachelor's degree",1,1,1,40,25,1000
"1349",4,6,66,"Female",6,"Bachelor's degree",1,1,1,30,40,1200
"1350",4,6,59,"Male",2,"No high school",1,1,1,40,18,720
"1351",4,6,41,"Male",2,"No high school",1,1,1,40,17,680
"1352",4,6,37,"Male",6,"No high school",1,1,1,40,16,640
"1353",4,6,33,"Male",6,"No high school",1,1,1,32,16,512
"1354",4,6,29,"Male",6,"No high school",1,1,1,40,17,680
"1355",4,6,42,"Male",5,"High school",1,1,1,40,20,800
"1356",4,6,17,"Male",6,"No high school",1,1,1,40,20,800
"1357",4,6,35,"Female",6,"No high school",1,1,1,40,27,1080
"1358",4,6,34,"Male",6,"No high school",1,1,1,40,25,1000
"1359",4,6,26,"Male",1,"High school",1,1,1,40,35,1400
"1360",4,6,53,"Female",6,"Bachelor's degree",1,1,1,40,65.89,2320
"1361",4,6,24,"Female",2,"Bachelor's degree",1,2,2,40,30,1200
"1362",4,6,41,"Male",1,"High school",1,1,1,30,17,510
"1363",4,8,38,"Female",6,"Bachelor's degree",1,1,1,40,30,1200
"1364",4,8,34,"Female",1,"Associate degree",1,1,1,40,20.05,802
"1365",4,8,22,"Female",6,"Bachelor's degree",8,1,1,40,30,1200
"1366",4,8,43,"Female",1,"Bachelor's degree",1,1,1,32,22,704
"1367",4,8,20,"Female",6,"High school",4,1,1,20,12.5,266
"1368",4,8,42,"Male",1,"High school",1,1,1,56,28,1570
"1369",4,8,38,"Female",1,"Associate degree",1,1,1,40,28,1120
"1370",4,8,16,"Male",6,"No high school",1,1,1,10,13.5,135
"1371",4,8,18,"Male",6,"No high school",1,1,1,20,18,360
"1372",4,8,69,"Female",4,"High school",1,1,1,24,35,840
"1373",4,8,52,"Male",6,"High school",1,1,1,40,26.44,1057.6
"1374",4,8,46,"Female",1,"Bachelor's degree",1,1,1,40,48,1920
"1375",4,8,17,"Female",6,"No high school",1,1,1,20,14,280
"1376",4,15,50,"Female",1,"High school",4,1,1,40,16,640
"1377",4,15,60,"Male",4,"High school",5,1,1,40,20,800
"1378",4,15,59,"Female",3,"High school",4,1,1,40,22.2,888
"1379",4,16,16,"Male",6,"No high school",1,1,1,30,15,450
"1380",4,16,45,"Male",6,"Associate degree",1,1,1,40,15,600
"1381",4,16,32,"Male",6,"High school",1,1,1,19,16,304
"1382",4,16,44,"Female",1,"Associate degree",1,1,1,40,22.15,886
"1383",4,16,53,"Male",1,"High school",1,1,1,50,23,1150
"1384",4,16,50,"Male",6,"Associate degree",1,1,1,40,27,1080
"1385",4,16,19,"Female",6,"Associate degree",1,1,1,20,12,240
"1386",4,16,23,"Female",6,"High school",1,1,1,40,12.5,500
"1387",4,16,41,"Male",1,"Associate degree",1,1,1,40,32,1280
"1388",4,16,23,"Female",1,"Bachelor's degree",1,1,1,40,23.76,950.4
"1389",4,16,28,"Male",1,"High school",1,1,1,45,21,945
"1390",4,16,46,"Female",4,"No high school",1,1,1,23,11.15,256
"1391",4,16,39,"Male",4,"No high school",1,1,1,40,25,1230
"1392",2,17,24,"Female",6,"Associate degree",1,1,1,40,18,760
"1393",2,17,23,"Female",6,"High school",1,1,1,40,15,640
"1394",2,17,65,"Male",6,"High school",1,1,1,40,18,720
"1395",2,17,48,"Male",6,"High school",1,1,1,40,16,640
"1396",2,17,26,"Female",6,"High school",1,1,1,40,15,600
"1397",2,17,19,"Male",6,"High school",2,1,1,30,15,500
"1398",2,17,42,"Female",1,"Bachelor's degree",1,1,1,40,18,720
"1399",2,17,66,"Female",3,"Associate degree",1,1,1,24,65.89,1230
"1400",2,17,40,"Female",6,"Bachelor's degree",1,2,2,40,20,800
"1401",2,17,36,"Male",6,"Bachelor's degree",1,1,1,40,45,1800
"1402",2,17,31,"Female",6,"Associate degree",4,1,1,40,30,1200
"1403",2,17,16,"Female",6,"No high school",1,2,2,15,15,230
"1404",2,17,55,"Male",1,"Bachelor's degree",2,1,1,17,99,1683
"1405",2,17,19,"Male",6,"High school",6,1,1,29,13,377
"1406",2,17,17,"Female",6,"No high school",6,1,1,10,14,140
"1407",2,17,53,"Male",6,"High school",2,1,1,50,21.5,1076
"1408",2,17,39,"Male",6,"High school",1,2,2,40,36.09,1443.6
"1409",2,17,20,"Female",6,"High school",1,1,1,40,19,760
"1410",2,17,38,"Male",1,"High school",1,1,1,40,35,1820
"1411",2,17,23,"Male",6,"Associate degree",1,1,1,40,26.9,1076
"1412",2,17,50,"Female",5,"Bachelor's degree",1,1,1,48,42,2391
"1413",2,18,39,"Female",4,"High school",1,1,1,40,17,830
"1414",2,18,17,"Female",6,"No high school",6,1,1,20,10,200
"1415",2,18,28,"Female",6,"Bachelor's degree",1,1,1,37,18,666
"1416",2,18,32,"Male",6,"High school",1,1,1,32,20,640
"1417",2,18,32,"Male",1,"No high school",1,1,1,40,18,720
"1418",2,18,51,"Female",1,"Associate degree",1,1,1,40,27,1240
"1419",2,18,26,"Female",6,"Associate degree",1,1,1,40,22,880
"1420",2,18,26,"Male",6,"High school",1,1,1,40,35,1400
"1421",2,19,16,"Female",6,"No high school",1,1,1,11,12,132
"1422",2,19,21,"Female",6,"High school",1,1,1,30,14,420
"1423",2,19,57,"Male",1,"High school",1,1,1,44,34,2100
"1424",2,19,54,"Female",1,"High school",1,1,1,40,18,720
"1425",2,19,27,"Male",6,"High school",1,1,1,45,23.8,1071
"1426",2,19,51,"Male",6,"Associate degree",1,1,1,40,30,2280
"1427",2,19,73,"Female",6,"Bachelor's degree",1,1,1,20,11,220
"1428",2,20,28,"Female",6,"Bachelor's degree",4,1,1,40,36,2040
"1429",2,20,36,"Male",6,"High school",1,1,1,30,7.75,382
"1430",2,20,46,"Female",3,"Associate degree",1,1,1,40,19.5,810
"1431",2,20,68,"Female",4,"Bachelor's degree",1,1,1,32,11.25,360
"1432",2,20,26,"Male",6,"Bachelor's degree",5,1,1,20,11,220
"1433",2,20,25,"Female",1,"High school",1,1,1,40,20.14,835.88
"1434",2,20,24,"Female",1,"High school",1,1,1,35,18,630
"1435",2,20,23,"Female",6,"High school",1,1,1,40,21,901
"1436",2,20,22,"Female",6,"High school",1,1,1,40,21,840
"1437",2,20,60,"Female",4,"High school",1,1,1,40,22.2,888
"1438",2,20,56,"Male",6,"High school",1,1,1,40,21.65,866
"1439",2,20,57,"Female",1,"High school",1,1,1,30,21,630
"1440",2,20,25,"Female",6,"Associate degree",1,1,1,40,21,936
"1441",2,20,25,"Male",6,"Associate degree",1,1,1,40,21,840
"1442",2,20,44,"Female",1,"Bachelor's degree",1,1,1,20,15,300
"1443",2,20,60,"Male",4,"High school",1,1,1,40,20,1280
"1444",2,20,19,"Female",6,"High school",1,1,1,40,18,720
"1445",2,26,21,"Male",6,"High school",1,1,1,40,19.8,818
"1446",2,26,20,"Male",6,"High school",3,1,1,40,13,520
"1447",2,26,17,"Female",6,"High school",3,1,1,20,10,200
"1448",2,26,21,"Female",1,"Bachelor's degree",1,2,2,40,23.75,950
